Date,SPY,TLT,GLD
2019-01-02,,,
2019-01-03,-0.023862763357143546,0.011379446355176182,0.009066170423806641
2019-01-04,0.03349573093196567,-0.011575200700812416,-0.008086235900529481
2019-01-07,0.007884644787735207,-0.002948166477374059,0.003458482876331992
2019-01-08,0.009395330155608672,-0.0026283342490696082,-0.00270804061547536
2019-01-09,0.004673490899932853,-0.0015647075757947437,0.006418158373500793
2019-01-10,0.003527556141424526,-0.006433510335205561,-0.005886691481276629
2019-01-11,0.0003863029265658291,0.0039017202745745827,0.001727170986037141
2019-01-14,-0.0061009229392887665,-0.003721135757103977,0.002380897199235621
2019-01-15,0.011460809156886187,-0.003652078595173136,-0.0017200351443330542
2019-01-16,0.0024198381718569806,0.0009996896506729858,0.003199863787636481
2019-01-17,0.0075867131021529755,0.00024965694392964366,-0.001308546962521917
2019-01-18,0.013310009559374114,-0.005241741159957125,-0.008926410300850951
2019-01-22,-0.013510493953920788,0.006774884614658028,0.0035531343340227117
2019-01-23,0.002092438336748881,-0.00041541123715926886,-0.0013997379433263735
2019-01-24,0.0005314305793751029,0.006565832093841983,-0.0015666428373899421
2019-01-25,0.00846143460298654,-0.004789049856590566,0.01461726258147622
2019-01-28,-0.007600229599478925,-0.0009955622534040254,0.0034999210730881636
2019-01-29,-0.0013269869978645987,0.0050659659696445924,0.005596580714432919
2019-01-30,0.015830768961627273,-0.0007436484910511298,0.005726722578225596
2019-01-31,0.008782443461558875,0.008600024087511926,0.0004811737703025454
2019-02-01,0.00048162444463373255,-0.008280742199902824,-0.002004008016032066
2019-02-04,0.007035451061470965,-0.004464293316918888,-0.004337356751223598
2019-02-05,0.004191846904899599,0.004567373028740329,0.002581475453272253
2019-02-06,-0.0013182565400755575,0.0004959705545863891,-0.006758902044908699
2019-02-07,-0.009532799292480854,0.006609956703516495,0.002430293392984062
2019-02-08,0.0012215390329901599,0.004268215014783694,0.0037982966608791635
2019-02-11,0.0005545675890390456,-0.003923136359013313,-0.004911042708701019
2019-02-12,0.012859400817079925,-0.002543736612798053,0.002103577179937588
2019-02-13,0.0032469321818375807,-0.0037841320640941145,-0.003956062177901898
2019-02-14,-0.002218209292064066,0.005697790669697778,0.005592889654295163
2019-02-15,0.01089725993573043,0.001560082436800725,0.005964900110646321
2019-02-19,0.001730580072748289,0.002541380144798433,0.01522430969570121
2019-02-20,0.002015467145194627,-0.0028620367282756742,-0.0017363346220006237
2019-02-21,-0.003555871633034058,-0.008938854727421397,-0.01130613747012843
2019-02-22,0.006199989681534568,0.005957809100488376,0.0035985360836492397
2019-02-25,0.0013612321605447342,-0.002961261917045932,-0.0010358346885892544
2019-02-26,-0.0007154468278236514,0.004950074075183775,0.001675034536747333
2019-02-27,-0.0004295972864135633,-0.011329096798923799,-0.0070871108191714605
2019-02-28,-0.001862534056282228,-0.0034044977254039654,-0.005613959130088775
2019-03-01,0.00624379502541994,-0.011331386593865567,-0.017017506627186707
2019-03-04,-0.0036374705171065003,0.007837456995446024,-0.0026255308667166855
2019-03-05,-0.0013600747713448103,0.002090475856305396,0.0013162525939689473
2019-03-06,-0.00605692247132672,0.0036715825671895796,-0.0009037184460104486
2019-03-07,-0.008365401936209604,0.0064848585568089145,-0.0008222882461902392
2019-03-08,-0.001999993785737564,0.0042128047787513,0.010945553273622899
2019-03-11,0.014501242841361561,-0.002961261917045932,-0.004884390198699795
2019-03-12,0.00377096603850835,0.00701261018514443,0.006053709964792153
2019-03-13,0.0066192213251152765,-0.0018842842220170297,0.006992949727453013
2019-03-14,-0.0006397692405066824,-0.007223219811100412,-0.011547098821608426
2019-03-15,0.0005334823393463584,0.00661432882962476,0.004574769560006908
2019-03-18,0.0036258541200957506,-0.0005749461587204463,0.0005692420438265788
2019-03-19,0.0002479627653750871,-0.002218907317465879,0.002763299214570303
2019-03-20,-0.0030099366922338167,0.01046039539378385,0.006484057947534705
2019-03-21,0.011294701940096408,0.0022008203651351366,-0.004026413261163153
2019-03-22,-0.0192463413580638,0.015534800402747573,0.002344768069306058
2019-03-25,-0.0007519837245412164,0.0016017695600236692,0.007663119616744485
2019-03-26,0.007454080090922854,-0.0007196252970377293,-0.004963137418150021
2019-03-27,-0.005229088098448242,0.009202220650121884,-0.005229296137734041
2019-03-28,0.003790443703660884,0.0034886996703911155,-0.014152850613865509
2019-03-29,0.0063055095476829415,-0.0009481283146515196,0.0009023839948698598
2019-04-01,0.011859159783520479,-0.016371398725521624,-0.003934131206699387
2019-04-02,0.0004898529021275522,0.0018492861820360584,0.0037028271386223555
2019-04-03,0.0015736343151739884,-0.008667751559234604,-0.0014756542074284562
2019-04-04,0.002653373411137805,0.0028335987129843865,0.002545135885276162
2019-04-05,0.004840221059573491,0.0012916447014388321,-0.0010645913747292512
2019-04-08,0.0007623842226123223,-0.0035475485425844333,0.004344964459018996
2019-04-09,-0.005124869083197425,0.0031556519993471976,0.0052240582686200465
2019-04-10,0.003410988112685809,0.002419708132283205,0.003085645543724258
2019-04-11,-0.00027755762417025487,-0.005873798959681653,-0.012790430232882621
2019-04-12,0.006765942419922011,-0.007122661765081584,-0.0009839698252592788
2019-04-15,-0.0006548195444177063,0.002527147571660615,-0.0018879040751598186
2019-04-16,0.000655248614016557,-0.006261215249979246,-0.008963785785923162
2019-04-17,-0.0024468963541401934,0.00040915679676301053,-0.0019085831288393473
2019-04-18,0.001969171817594928,0.00523474054037143,0.0007482870651696061
2019-04-22,0.0008620095492390956,-0.0048006831567117825,0.0
2019-04-23,0.008991683494423253,0.0021257635632434546,-0.002076929420084306
2019-04-24,-0.002219318101775003,0.008158603267437448,0.002913740144174559
2019-04-25,-0.0006160325311961312,-0.0014566667121495014,0.0008300695036758121
2019-04-26,0.004656791391837833,0.0034038266555058705,0.006635175033447238
2019-04-29,0.0015677429172040735,-0.006380752209880991,-0.004449212353194731
2019-04-30,0.0005104090209160361,0.0051211583482677625,0.003062112981714993
2019-05-01,-0.007516466694974966,0.002021835801980787,-0.0066006224629273635
2019-05-02,-0.0021589557865848708,-0.004761936723317262,-0.0038205903541770336
2019-05-03,0.009787781355874214,0.002838424381196747,0.005919618726200504
2019-05-06,-0.004115197293138695,0.002749444669431167,0.001326117121354109
2019-05-07,-0.016699728591370255,0.007661265711630616,0.003310996887363471
2019-05-08,-0.0013892053855424358,-0.0043216750645981294,-0.0024750055657883907
2019-05-09,-0.003025754254794455,0.004099304652550817,0.002398422606480377
2019-05-10,0.005023381089130252,-0.0013608563195415257,0.0018977175142322888
2019-05-13,-0.02513023463578734,0.007855738332132933,0.010211626950944686
2019-05-14,0.009043682537198894,-0.0029428357329446264,-0.001711902564663359
2019-05-15,0.005857458355188472,0.006142283338524512,-0.0005716127335255727
2019-05-16,0.009261259633228214,-0.0033298832798787092,-0.007190107507201948
2019-05-17,-0.006465122663262712,0.002227338965365089,-0.007077611679961904
